id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q13341442,President of Honduras,Q783,Q783,,Q287621,1982-01-27,,,,President of Honduras
Q7925048,Vice President of Honduras,Q783,,,,,,,,Vice President of Honduras
Q110787222,Secretary of Agriculture,Q783,Q783,,,,,,,
Q6123195,Secretary of National Defence,Q783,,,,,,,,
Q110787163,Secretary of Public Education,Q783,Q783,,,,,,,
Q110786428,Secretary of Finance,Q783,Q783,,,,,,,
Q110786693,Secretary of Foreign Affairs,Q783,Q783,,,,,,,
Q110787183,Secretary of Health,Q783,Q783,,,,,,,
Q110786497,Secretary of the Interior,Q783,Q783,,,,,,,
Q110787707,Private Secretary of the Presidency,Q783,Q783,,,,,,,
Q7241350,President of the National Congress of Honduras,Q783,Q783,,,,,,,President of the National Congress of Honduras
